tx_count,unique_senders,unique_receivers,active_pairs,avg_tx_per_sec,max_tx_in_1sec,min_interarrival,std_interarrival,top_sender_share,same_pair_ratio,sender_entropy,sin_hour,cos_hour,rate_deviation,label,attack_type
11,5,1,5,0.183333,1,1,2.012461,0.636364,0.636364,1.672933,0.707107,0.707107,6,0,"normal"
5,4,1,4,0.083333,1,6,3.774917,0.4,0.4,1.921928,0.258819,-0.965926,-27,0,"normal"
21,12,1,12,0.35,1,1,1.868154,0.238095,0.238095,3.32734,-0.5,-0.866025,-9,0,"normal"
3,3,1,3,0.05,1,10,6.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
6,5,1,5,0.1,1,6,2.059126,0.333333,0.333333,2.251629,0.965926,-0.258819,-6,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
4,4,1,4,0.066667,1,10,6.798693,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
21,1,1,1,0.35,1,2,0,1,1,0,-0.258819,-0.965926,-13,1,"ddos"
9,7,1,7,0.15,1,2,3.998046,0.333333,0.333333,2.641604,0.5,0.866025,4,0,"normal"
10,9,1,9,0.166667,1,2,2.260777,0.2,0.2,3.121928,0.707107,0.707107,5,0,"normal"
13,10,1,10,0.216667,1,2,1.785357,0.153846,0.153846,3.238901,0.707107,0.707107,8,0,"normal"
3,2,1,2,0.05,1,1,0.5,0.666667,0.666667,0.918296,-0.866025,-0.5,-19,1,"burst"
8,5,1,5,0.133333,1,2,3.368522,0.5,0.5,2,0.965926,0.258819,3,0,"normal"
7,6,1,6,0.116667,1,2,3.484091,0.285714,0.285714,2.521641,0.965926,0.258819,2,0,"normal"
8,5,1,5,0.133333,1,2,3.440456,0.375,0.375,2.155639,0,1,4,0,"normal"
11,8,1,8,0.183333,1,2,2.615339,0.181818,0.181818,2.913977,-0.5,0.866025,5,0,"normal"
13,6,1,6,0.216667,1,1,2.947457,0.384615,0.384615,2.192006,-0.258819,0.965926,8,0,"normal"
9,8,1,8,0.15,1,2,3.351772,0.222222,0.222222,2.947703,0.258819,0.965926,5,0,"normal"
5,5,1,5,0.083333,1,9,2.384848,0.2,0.2,2.321928,0,-1,-30,0,"normal"
17,5,1,5,0.283333,1,1,3.099899,0.352941,0.352941,2.145136,0.5,0.866025,12,0,"normal"
6,5,1,5,0.1,1,9,1.16619,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
4,4,1,4,0.066667,1,13,3.559026,0.25,0.25,2,0,-1,-31,0,"normal"
17,4,1,4,0.283333,1,1,1.390537,0.411765,0.411765,1.657876,-1,0,2,1,"burst"
10,7,1,7,0.166667,1,2,3.071172,0.3,0.3,2.646439,0.707107,0.707107,5,0,"normal"
8,7,1,7,0.133333,1,1,6.534055,0.25,0.25,2.75,0.866025,0.5,4,0,"normal"
32,12,1,12,0.533333,1,1,1.145956,0.21875,0.21875,3.178729,-0.707107,-0.707107,6,0,"normal"
10,8,1,8,0.166667,1,2,2.357023,0.2,0.2,2.921928,-0.5,0.866025,4,0,"normal"
20,5,1,5,0.333333,1,1,2.983797,0.45,0.45,1.995462,0,1,16,0,"normal"
17,6,1,6,0.283333,1,1,3.146799,0.411765,0.411765,2.130926,0.965926,0.258819,12,0,"normal"
29,14,1,14,0.483333,1,1,1.117463,0.206897,0.206897,3.456974,-1,0,14,0,"normal"
6,6,1,6,0.1,1,8,3.098387,0.166667,0.166667,2.584963,0.965926,-0.258819,-6,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
7,7,1,7,0.116667,1,6,3.091206,0.142857,0.142857,2.807355,0.5,-0.866025,-21,0,"normal"
17,7,1,7,0.283333,1,1,3.351772,0.470588,0.470588,2.278352,0.965926,0.258819,12,0,"normal"
11,8,1,8,0.183333,1,3,2.1,0.181818,0.181818,2.913977,0.707107,0.707107,6,0,"normal"
21,6,1,6,0.35,1,1,2.554897,0.285714,0.285714,2.267118,-0.258819,0.965926,16,0,"normal"
24,11,1,11,0.4,1,1,2.102299,0.25,0.25,3.042481,-0.707107,-0.707107,-2,0,"normal"
6,6,1,6,0.1,1,1,0,0.166667,0.166667,2.584963,-0.866025,0.5,-4,1,"sybil"
9,6,1,6,0.15,1,3,2.598076,0.222222,0.222222,2.503258,-0.5,0.866025,3,0,"normal"
21,10,1,10,0.35,1,1,1.997498,0.285714,0.285714,2.98709,-0.965926,-0.258819,3,0,"normal"
3,3,1,3,0.05,1,13,4,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
3,3,1,3,0.05,1,15,1.5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
12,5,1,5,0.2,1,1,7.324813,0.666667,0.666667,1.584963,1,0,4,0,"normal"
5,5,1,5,0.083333,1,7,7.462406,0.2,0.2,2.321928,0.258819,0.965926,1,0,"normal"
15,4,1,4,0.25,1,1,4.82817,0.666667,0.666667,1.375279,0.5,0.866025,10,0,"normal"
5,4,1,4,0.083333,1,8,3.082207,0.4,0.4,1.921928,0,-1,-30,0,"normal"
24,14,1,14,0.4,1,1,1.838467,0.166667,0.166667,3.573935,-0.965926,-0.258819,6,0,"normal"
14,5,1,5,0.233333,1,1,3.687497,0.428571,0.428571,1.985228,0.707107,0.707107,9,0,"normal"
17,6,1,6,0.283333,1,1,3.221025,0.470588,0.470588,2.087463,-0.258819,0.965926,12,0,"normal"
8,8,1,8,0.133333,1,4,1.59079,0.125,0.125,3,0.707107,0.707107,3,0,"normal"
4,3,1,3,0.066667,1,7,2.054805,0.5,0.5,1.5,1,0,-4,0,"normal"
6,6,1,6,0.1,1,3,2.87054,0.166667,0.166667,2.584963,0,1,2,0,"normal"
11,9,1,9,0.183333,1,3,1.661325,0.181818,0.181818,3.095795,0.5,0.866025,6,0,"normal"
3,3,1,3,0.05,1,24,0.5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
3,3,1,3,0.05,1,22,1,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
10,6,1,6,0.166667,1,1,4.594683,0.3,0.3,2.370951,0.707107,0.707107,5,0,"normal"
11,3,1,3,0.183333,1,1,8.546344,0.545455,0.545455,1.435371,1,0,3,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
6,6,1,6,0.1,1,7,2.607681,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
7,6,1,6,0.116667,1,6,2.565801,0.285714,0.285714,2.521641,0,-1,-28,0,"normal"
23,5,1,5,0.383333,1,1,1.330662,0.434783,0.434783,1.634929,-1,0,8,1,"burst"
10,5,1,5,0.166667,1,1,3.269764,0.6,0.6,1.770951,1,0,2,0,"normal"
5,5,1,5,0.083333,1,6,3.344772,0.2,0.2,2.321928,0.5,-0.866025,-23,0,"normal"
7,7,1,7,0.116667,1,1,0,0.142857,0.142857,2.807355,-0.965926,0.258819,-5,1,"sybil"
20,10,1,10,0.333333,1,1,2.673353,0.35,0.35,2.839354,-0.866025,-0.5,-2,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
8,6,1,6,0.133333,1,3,1.905952,0.25,0.25,2.5,0.707107,0.707107,3,0,"normal"
4,3,1,3,0.066667,1,9,3.741657,0.5,0.5,1.5,0.707107,-0.707107,-18,0,"normal"
9,7,1,7,0.15,1,2,3.585997,0.222222,0.222222,2.725481,1,0,1,0,"normal"
6,5,1,5,0.1,1,1,1.939072,0.333333,0.333333,2.251629,-1,0,-9,1,"burst"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
9,6,1,6,0.15,1,2,3.76663,0.444444,0.444444,2.281036,-0.258819,0.965926,4,0,"normal"
11,9,1,9,0.183333,1,3,2.039608,0.181818,0.181818,3.095795,0,1,7,0,"normal"
15,5,1,5,0.25,1,1,2.68879,0.266667,0.266667,2.206239,0.866025,0.5,11,0,"normal"
8,5,1,5,0.133333,1,2,7.68513,0.375,0.375,2.155639,1,0,0,0,"normal"
6,6,1,6,0.1,1,6,3.6,0.166667,0.166667,2.584963,0.866025,-0.5,-12,0,"normal"
7,4,1,4,0.116667,1,2,6.011563,0.428571,0.428571,1.842371,0.866025,0.5,3,0,"normal"
9,6,1,6,0.15,1,2,3.689089,0.333333,0.333333,2.419382,0.866025,0.5,5,0,"normal"
29,12,1,12,0.483333,1,1,1.667517,0.275862,0.275862,3.081782,-0.707107,-0.707107,3,0,"normal"
5,4,1,4,0.083333,1,9,2.384848,0.4,0.4,1.921928,0,-1,-30,0,"normal"
3,3,1,3,0.05,1,19,2.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
23,10,1,10,0.383333,1,1,1.698322,0.173913,0.173913,3.153572,-0.965926,-0.258819,5,0,"normal"
12,2,1,2,0.2,1,1,0.49793,0.5,0.5,1,-0.866025,-0.5,-10,1,"burst"
15,7,1,7,0.25,1,1,2.948538,0.2,0.2,2.689246,0,1,11,0,"normal"
3,3,1,3,0.05,1,15,5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
12,11,1,11,0.2,1,2,1.748671,0.166667,0.166667,3.418296,-0.5,0.866025,6,0,"normal"
12,7,1,7,0.2,1,2,3.190896,0.166667,0.166667,2.751629,-0.258819,0.965926,7,0,"normal"
6,5,1,5,0.1,1,6,3.059412,0.333333,0.333333,2.251629,0.5,-0.866025,-22,0,"normal"
14,6,1,6,0.233333,1,1,4.306318,0.571429,0.571429,1.950212,-0.258819,0.965926,9,0,"normal"
5,5,1,5,0.083333,1,10,1.299038,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
35,14,1,14,0.583333,1,1,0.898384,0.171429,0.171429,3.478585,-1,0,20,0,"normal"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.707107,0.707107,6,1,"sybil"
6,5,1,5,0.1,1,6,3.2,0.333333,0.333333,2.251629,0.866025,-0.5,-12,0,"normal"
27,12,1,12,0.45,1,1,1.249852,0.259259,0.259259,3.128364,-1,0,12,0,"normal"
9,6,1,6,0.15,1,2,2.496873,0.222222,0.222222,2.503258,-0.258819,0.965926,4,0,"normal"
23,5,1,5,0.383333,1,1,1.445998,0.434783,0.434783,1.634929,-0.965926,0.258819,11,1,"burst"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
27,10,1,10,0.45,1,1,1.671197,0.407407,0.407407,2.724938,-0.707107,-0.707107,1,0,"normal"
5,4,1,4,0.083333,1,7,3.162278,0.4,0.4,1.921928,0.5,-0.866025,-23,0,"normal"
5,4,1,4,0.083333,1,8,1.870829,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
21,3,1,3,0.35,1,1,1.299038,0.47619,0.47619,1.228576,-0.965926,-0.258819,3,1,"burst"
5,5,1,5,0.083333,1,2,8.642193,0.2,0.2,2.321928,0.258819,0.965926,1,0,"normal"
3,3,1,3,0.05,1,14,7,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
13,4,1,4,0.216667,1,1,1.605113,0.769231,0.769231,1.14511,0.5,0.866025,8,0,"normal"
18,7,1,7,0.3,1,1,3.198183,0.333333,0.333333,2.335506,0,1,14,0,"normal"
28,9,1,9,0.466667,1,1,1.099944,0.25,0.25,2.940188,-0.707107,-0.707107,2,0,"normal"
5,4,1,4,0.083333,1,2,13.292385,0.4,0.4,1.921928,0.5,0.866025,0,0,"normal"
10,8,1,8,0.166667,1,2,2.309401,0.2,0.2,2.921928,0.5,0.866025,5,0,"normal"
11,9,1,9,0.183333,1,2,1.962142,0.181818,0.181818,3.095795,0.258819,0.965926,7,0,"normal"
25,11,1,11,0.416667,1,1,1.290322,0.28,0.28,2.96721,-0.965926,-0.258819,7,0,"normal"
3,3,1,3,0.05,1,16,5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
12,9,1,9,0.2,1,2,2.13588,0.166667,0.166667,3.084963,0.5,0.866025,7,0,"normal"
3,3,1,3,0.05,1,9,10,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
16,2,1,2,0.266667,1,1,0.498888,0.5,0.5,1,-0.965926,-0.258819,-2,1,"burst"
7,6,1,6,0.116667,1,3,3.496029,0.285714,0.285714,2.521641,0.5,0.866025,2,0,"normal"
3,3,1,3,0.05,1,13,8,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
9,4,1,4,0.15,1,1,4.023369,0.666667,0.666667,1.446617,0.707107,0.707107,4,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
19,5,1,5,0.316667,1,1,1.523479,0.421053,0.421053,1.721612,-0.965926,-0.258819,1,1,"burst"
11,7,1,7,0.183333,1,2,2.426932,0.181818,0.181818,2.732159,0.707107,0.707107,6,0,"normal"
29,8,1,8,0.483333,1,1,1.164965,0.275862,0.275862,2.658862,-0.5,-0.866025,-1,0,"normal"
3,3,1,3,0.05,1,4,0,0.333333,0.333333,1.584963,-0.866025,-0.5,-19,1,"burst"
10,7,1,7,0.166667,1,3,2.499383,0.2,0.2,2.721928,0,1,6,0,"normal"
3,3,1,3,0.05,1,26,2,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
6,5,1,5,0.1,1,6,2.712932,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
3,3,1,3,0.05,1,13,8,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
10,7,1,7,0.166667,1,2,2.867442,0.2,0.2,2.721928,0.258819,0.965926,6,0,"normal"
31,11,1,11,0.516667,1,1,1.388844,0.193548,0.193548,3.14004,-0.866025,-0.5,9,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
9,6,1,6,0.15,1,2,3.38886,0.222222,0.222222,2.503258,0.258819,0.965926,5,0,"normal"
16,7,1,7,0.266667,1,1,3.270066,0.375,0.375,2.405639,0.5,0.866025,11,0,"normal"
5,5,1,5,0.083333,1,6,3.640055,0.2,0.2,2.321928,0,-1,-30,0,"normal"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.866025,0.5,4,1,"sybil"
5,5,1,5,0.083333,1,1,0,0.2,0.2,2.321928,-0.866025,0.5,-5,1,"sybil"
5,4,1,4,0.083333,1,7,1.920286,0.4,0.4,1.921928,0.866025,-0.5,-13,0,"normal"
30,11,1,11,0.5,1,1,1.114172,0.233333,0.233333,3.147861,-0.258819,-0.965926,-4,0,"normal"
8,4,1,4,0.133333,1,2,4.531072,0.5,0.5,1.75,0.258819,0.965926,4,0,"normal"
11,10,1,10,0.183333,1,2,2.059126,0.181818,0.181818,3.277613,0,1,7,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
9,6,1,6,0.15,1,1,3.63146,0.444444,0.444444,2.281036,0,1,5,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
9,5,1,5,0.15,1,2,4.196353,0.444444,0.444444,2.058814,0.258819,0.965926,5,0,"normal"
5,5,1,5,0.083333,1,7,7.462406,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
7,6,1,6,0.116667,1,6,2.708013,0.285714,0.285714,2.521641,0.707107,-0.707107,-15,0,"normal"
14,3,1,3,0.233333,1,1,6.455125,0.714286,0.714286,1.094914,-0.258819,0.965926,9,0,"normal"
4,4,1,4,0.066667,1,14,4.496913,0.25,0.25,2,0.258819,-0.965926,-28,0,"normal"
27,12,1,12,0.45,1,1,1.400021,0.222222,0.222222,3.203987,-0.866025,-0.5,5,0,"normal"
28,14,1,14,0.466667,1,1,1.112345,0.214286,0.214286,3.583617,-0.866025,-0.5,6,0,"normal"
5,4,1,4,0.083333,1,7,2.061553,0.4,0.4,1.921928,0.866025,-0.5,-13,0,"normal"
6,2,1,2,0.1,1,3,3.577709,0.666667,0.666667,0.918296,-0.707107,0.707107,-2,0,"normal"
5,5,1,5,0.083333,1,9,2.277608,0.2,0.2,2.321928,0.866025,-0.5,-13,0,"normal"
8,6,1,6,0.133333,1,3,3.24509,0.25,0.25,2.5,-0.258819,0.965926,3,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
3,3,1,3,0.05,1,9,3.5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
27,10,1,10,0.45,1,1,1.10673,0.296296,0.296296,2.813911,-0.5,-0.866025,-3,0,"normal"
11,7,1,7,0.183333,1,2,3.231099,0.181818,0.181818,2.732159,0,1,7,0,"normal"
9,4,1,4,0.15,1,1,4.948169,0.555556,0.555556,1.657743,1,0,1,0,"normal"
35,12,1,12,0.583333,1,1,1.065745,0.257143,0.257143,3.199315,-0.965926,-0.258819,17,0,"normal"
9,7,1,7,0.15,1,2,2.934174,0.222222,0.222222,2.725481,0.866025,0.5,5,0,"normal"
6,6,1,6,0.1,1,2,3.487119,0.166667,0.166667,2.584963,-0.258819,0.965926,1,0,"normal"
21,5,1,5,0.35,1,1,3.44202,0.285714,0.285714,2.243774,0.866025,0.5,17,0,"normal"
16,4,1,4,0.266667,1,1,6.615134,0.625,0.625,1.501614,0,1,12,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
13,5,1,5,0.216667,1,1,7.488417,0.615385,0.615385,1.70044,1,0,5,0,"normal"
3,3,1,3,0.05,1,11,7,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
7,7,1,7,0.116667,1,6,3.091206,0.142857,0.142857,2.807355,0,-1,-28,0,"normal"
23,12,1,12,0.383333,1,1,1.666391,0.347826,0.347826,3.132258,-0.965926,-0.258819,5,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
3,2,1,2,0.05,1,15,7,0.666667,0.666667,0.918296,0.707107,-0.707107,-19,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
5,5,1,5,0.083333,1,2,9.443913,0.2,0.2,2.321928,1,0,-3,0,"normal"
4,4,1,4,0.066667,1,10,1.885618,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
8,5,1,5,0.133333,1,2,4.365916,0.375,0.375,2.155639,0.707107,0.707107,3,0,"normal"
5,5,1,5,0.083333,1,11,1.47902,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
12,5,1,5,0.2,1,1,1.354515,0.416667,0.416667,1.950826,-1,0,-3,1,"burst"
12,5,1,5,0.2,1,1,4.230937,0.666667,0.666667,1.584963,0.965926,0.258819,7,0,"normal"
5,4,1,4,0.083333,1,9,2.291288,0.4,0.4,1.921928,0,-1,-30,0,"normal"
5,5,1,5,0.083333,1,5,6.299802,0.2,0.2,2.321928,0.258819,0.965926,1,0,"normal"
8,3,1,3,0.133333,1,1,9.225077,0.625,0.625,1.298795,0.707107,0.707107,3,0,"normal"
4,4,1,4,0.066667,1,12,5.906682,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
16,2,1,2,0.266667,1,1,0.498888,0.5,0.5,1,-0.965926,-0.258819,-2,1,"burst"
10,9,1,9,0.166667,1,2,2.586766,0.2,0.2,3.121928,0.258819,0.965926,6,0,"normal"
24,14,1,14,0.4,1,1,1.58084,0.208333,0.208333,3.486441,-0.866025,-0.5,2,0,"normal"
10,9,1,9,0.166667,1,3,2.309401,0.2,0.2,3.121928,-0.707107,0.707107,2,0,"normal"
24,13,1,13,0.4,1,1,2.163453,0.291667,0.291667,3.234697,-0.258819,-0.965926,-10,0,"normal"
7,7,1,7,0.116667,1,7,2.357023,0.142857,0.142857,2.807355,0.866025,-0.5,-11,0,"normal"
9,6,1,6,0.15,1,2,3.119996,0.222222,0.222222,2.503258,0.5,0.866025,4,0,"normal"
5,5,1,5,0.083333,1,11,1.089725,0.2,0.2,2.321928,0.965926,-0.258819,-7,0,"normal"
26,12,1,12,0.433333,1,1,1.156547,0.423077,0.423077,2.929142,-0.866025,-0.5,4,0,"normal"
7,5,1,5,0.116667,1,3,7.72442,0.428571,0.428571,2.128085,0.258819,0.965926,3,0,"normal"
7,7,1,7,0.116667,1,2,9.374907,0.142857,0.142857,2.807355,0.5,0.866025,2,0,"normal"
11,9,1,9,0.183333,1,2,3.655133,0.181818,0.181818,3.095795,0.258819,0.965926,7,0,"normal"
11,9,1,9,0.183333,1,2,3.014963,0.181818,0.181818,3.095795,-0.707107,0.707107,3,0,"normal"
30,10,1,10,0.5,1,1,1.129014,0.366667,0.366667,2.854773,-0.258819,-0.965926,-4,0,"normal"
3,3,1,3,0.05,1,17,6.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
3,3,1,3,0.05,1,11,9,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
3,3,1,3,0.05,1,17,2.5,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
10,7,1,7,0.166667,1,2,4.021547,0.2,0.2,2.721928,0,1,6,0,"normal"
20,2,1,2,0.333333,1,1,0.499307,0.5,0.5,1,-0.866025,-0.5,-2,1,"burst"
6,5,1,5,0.1,1,7,1.624808,0.333333,0.333333,2.251629,0.258819,-0.965926,-26,0,"normal"
9,9,1,9,0.15,1,3,2.692582,0.111111,0.111111,3.169925,0,1,5,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
9,6,1,6,0.15,1,2,3.237958,0.222222,0.222222,2.503258,0,1,5,0,"normal"
3,3,1,3,0.05,1,12,3.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.707107,0.707107,6,1,"sybil"
31,11,1,11,0.516667,1,1,1.220656,0.225806,0.225806,3.122877,-0.965926,-0.258819,13,0,"normal"
23,4,1,4,0.383333,1,1,1.621141,0.434783,0.434783,1.547972,-0.866025,-0.5,1,1,"burst"
6,5,1,5,0.1,1,6,3.136877,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
5,4,1,4,0.083333,1,6,2.44949,0.4,0.4,1.921928,0,-1,-30,0,"normal"
13,9,1,9,0.216667,1,2,3.569742,0.153846,0.153846,3.085055,-0.5,0.866025,7,0,"normal"
3,3,1,3,0.05,1,14,2.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
14,6,1,6,0.233333,1,1,3.301425,0.428571,0.428571,2.217022,0.707107,0.707107,9,0,"normal"
12,9,1,9,0.2,1,2,1.822722,0.166667,0.166667,3.084963,0.5,0.866025,7,0,"normal"
8,7,1,7,0.133333,1,3,2.050386,0.25,0.25,2.75,-0.707107,0.707107,0,0,"normal"
10,6,1,6,0.166667,1,2,3.13089,0.2,0.2,2.521928,0.258819,0.965926,6,0,"normal"
5,5,1,5,0.083333,1,7,2.861381,0.2,0.2,2.321928,0.5,-0.866025,-23,0,"normal"
6,6,1,6,0.1,1,7,1.496663,0.166667,0.166667,2.584963,0,-1,-29,0,"normal"
6,5,1,5,0.1,1,7,2.993326,0.333333,0.333333,2.251629,0.866025,-0.5,-12,0,"normal"
9,5,1,5,0.15,1,1,2.471715,0.333333,0.333333,2.113283,-0.965926,-0.258819,-9,1,"burst"
19,5,1,5,0.316667,1,1,4.665344,0.421053,0.421053,1.845218,1,0,11,0,"normal"
3,2,1,2,0.05,1,9,9.5,0.666667,0.666667,0.918296,0.866025,0.5,-1,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
13,13,1,13,0.216667,1,1,0,0.076923,0.076923,3.70044,-0.866025,0.5,3,1,"sybil"
34,10,1,10,0.566667,1,1,1.094271,0.264706,0.264706,2.77369,-0.5,-0.866025,4,0,"normal"
5,4,1,4,0.083333,1,6,6.800735,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
8,8,1,8,0.133333,1,3,3.380617,0.125,0.125,3,-0.707107,0.707107,0,0,"normal"
28,11,1,11,0.466667,1,1,1.187498,0.25,0.25,3.024635,-0.866025,-0.5,6,0,"normal"
11,7,1,7,0.183333,1,2,3.136877,0.181818,0.181818,2.732159,-0.258819,0.965926,6,0,"normal"
11,9,1,9,0.183333,1,2,2.368544,0.181818,0.181818,3.095795,0.707107,0.707107,6,0,"normal"
12,9,1,9,0.2,1,2,2.496278,0.166667,0.166667,3.084963,-0.5,0.866025,6,0,"normal"
21,6,1,6,0.35,1,1,2.238303,0.333333,0.333333,2.296317,0.707107,0.707107,16,0,"normal"
6,6,1,6,0.1,1,6,2.712932,0.166667,0.166667,2.584963,0,-1,-29,0,"normal"
5,3,1,3,0.083333,1,10,3.640055,0.6,0.6,1.370951,0.965926,-0.258819,-7,0,"normal"
26,11,1,11,0.433333,1,1,1.918333,0.230769,0.230769,3.118924,-0.866025,-0.5,4,0,"normal"
6,4,1,4,0.1,1,3,2.332381,0.5,0.5,1.792481,0,1,2,0,"normal"
13,4,1,4,0.216667,1,1,3.050501,0.538462,0.538462,1.573402,-0.258819,0.965926,8,0,"normal"
16,4,1,4,0.266667,1,1,3.623381,0.625,0.625,1.423795,0.866025,0.5,12,0,"normal"
11,5,1,5,0.183333,1,2,4.129165,0.363636,0.363636,2.004886,0.707107,0.707107,6,0,"normal"
20,6,1,6,0.333333,1,1,3.060788,0.55,0.55,1.919241,0.866025,0.5,16,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
5,5,1,5,0.083333,1,7,2.738613,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
5,5,1,5,0.083333,1,6,7.462406,0.2,0.2,2.321928,0,-1,-30,0,"normal"
26,11,1,11,0.433333,1,1,1.114271,0.192308,0.192308,3.239895,-0.258819,-0.965926,-8,0,"normal"
10,6,1,6,0.166667,1,1,3.212629,0.3,0.3,2.446439,0.258819,0.965926,6,0,"normal"
23,5,1,5,0.383333,1,1,1.330662,0.434783,0.434783,1.634929,-0.965926,-0.258819,5,1,"burst"
11,10,1,10,0.183333,1,2,2.051828,0.181818,0.181818,3.277613,0.258819,0.965926,7,0,"normal"
12,10,1,10,0.2,1,2,2.328409,0.166667,0.166667,3.251629,-0.5,0.866025,6,0,"normal"
8,2,1,2,0.133333,1,5,2.664965,0.75,0.75,0.811278,-0.707107,0.707107,0,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
4,3,1,3,0.066667,1,3,6.683313,0.5,0.5,1.5,0.707107,0.707107,-1,0,"normal"
11,8,1,8,0.183333,1,2,2.271563,0.181818,0.181818,2.913977,0.258819,0.965926,7,0,"normal"
6,6,1,6,0.1,1,6,3.815757,0.166667,0.166667,2.584963,-0.258819,-0.965926,-28,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
